acct,area,vmail,day.mins,day.calls,day.charge,intl.mins,intl.calls,intl.charge,churn
1473,415,no,273.3,66,46.46,12,7,3.24,Yes
1474,415,no,266.1,120,45.24,10.3,4,2.78,No
1475,408,no,112.8,89,19.18,16.3,6,4.4,No
1476,415,no,104.7,112,17.8,15.8,7,4.27,No
1477,510,yes,193.8,62,32.95,5.9,4,1.59,No
1478,415,no,168.6,102,28.66,9.8,5,2.65,No
1479,415,no,253.2,122,43.04,9.7,7,2.62,No
1480,415,yes,174.7,92,29.7,8.9,2,2.4,No
1481,408,no,87,102,14.79,11,5,2.97,No
1482,415,yes,204.5,79,34.77,14.8,9,4,No
1483,408,no,226.5,93,38.51,9.4,4,2.54,No
1484,510,no,234.1,91,39.8,10,3,2.7,No
1485,415,no,133.3,106,22.66,12.9,2,3.48,Yes
1486,415,no,133.9,87,22.76,15.4,3,4.16,No
1487,510,no,160.2,104,27.23,9.7,2,2.62,No
1488,415,yes,230.6,94,39.2,11.1,2,3,No
1489,408,no,227.4,84,38.66,6.3,4,1.7,No
1490,415,no,72.8,120,12.38,11.8,2,3.19,No
1491,415,no,196.1,107,33.34,7,2,1.89,No
1492,408,no,197.1,110,33.51,12.8,3,3.46,No
1493,408,no,219.6,126,37.33,9.7,5,2.62,No
1494,415,yes,153.4,90,26.08,12.8,4,3.46,Yes
1495,415,no,216,85,36.72,4.9,10,1.32,No
1496,510,yes,222.9,136,37.89,10.8,4,2.92,No
1497,415,yes,115.9,120,19.7,11.7,6,3.16,No
1498,510,no,189.8,101,32.27,10.6,5,2.86,No
1499,408,no,154.7,102,26.3,11.1,3,3,No
1500,415,no,136.4,104,23.19,11.5,1,3.11,No
1501,408,no,170.5,86,28.99,12.2,6,3.29,No
1502,510,no,272.4,88,46.31,12.7,2,3.43,No
1503,510,yes,210,116,35.7,5.9,4,1.59,No
1504,415,yes,236.5,94,40.21,12.2,3,3.29,No
1505,510,no,153.9,117,26.16,8.5,3,2.3,No
1506,408,no,223,120,37.91,8.8,5,2.38,No
1507,415,no,252.4,74,42.91,10.7,3,2.89,No
1508,408,no,197.9,84,33.64,12,6,3.24,No
1509,408,no,152.4,74,25.91,6.6,5,1.78,No
1510,510,yes,237.4,105,40.36,9.2,3,2.48,No
1511,408,no,265.6,82,45.15,8.6,2,2.32,No
1512,415,no,197.3,91,33.54,6.7,6,1.81,No
1513,408,yes,199.1,100,33.85,4.2,1,1.13,No
1514,415,no,233.7,114,39.73,12,2,3.24,No
1515,415,no,183.1,99,31.13,7,3,1.89,No
1516,408,no,139.4,96,23.7,10,5,2.7,No
1517,415,no,213.9,112,36.36,8.4,3,2.27,Yes
1518,415,no,207.1,70,35.21,12.4,2,3.35,No
1519,415,no,139.7,78,23.75,11.3,5,3.05,No
1520,408,no,177.2,91,30.12,8.9,3,2.4,No
1521,415,yes,169.8,136,28.87,9.5,7,2.57,No
1522,415,no,173.5,83,29.5,9.7,2,2.62,No
1523,510,no,159.9,100,27.18,5.6,4,1.51,No
1524,415,no,115.1,89,19.57,11.4,3,3.08,No
1525,510,yes,136.8,113,23.26,12.5,3,3.38,No
1526,415,no,92.2,108,15.67,13.1,6,3.54,No
1527,415,yes,243.9,112,41.46,13.4,11,3.62,No
1528,510,no,117.1,94,19.91,9,2,2.43,No
1529,415,no,223.3,99,37.96,4.5,4,1.22,Yes
1530,510,no,154.8,111,26.32,10.6,2,2.86,No
1531,510,no,261.4,141,44.44,8,6,2.16,Yes
1532,510,no,46.5,104,7.91,9.6,4,2.59,Yes
1533,415,yes,149.9,84,25.48,11.5,7,3.11,Yes
1534,510,no,242.2,102,41.17,13.9,5,3.75,Yes
1535,510,no,259.4,99,44.1,10.7,6,2.89,Yes
1536,415,no,222.4,102,37.81,12,8,3.24,No
1537,415,no,69.4,79,11.8,8.9,5,2.4,No
1538,408,yes,156.5,122,26.61,11.1,3,3,Yes
1539,415,no,61.2,111,10.4,13.7,3,3.7,Yes
1540,408,no,245.2,112,41.68,10.7,5,2.89,No
1541,408,no,102.3,100,17.39,15.7,10,4.24,No
1542,415,yes,230.9,92,39.25,7.6,4,2.05,No
1543,510,no,227.4,105,38.66,11.9,3,3.21,No
1544,510,no,192.8,68,32.78,12.7,6,3.43,No
1545,408,no,162.6,98,27.64,8.2,2,2.21,No
1546,510,yes,219.4,92,37.3,11,1,2.97,No
1547,415,no,137.2,111,23.32,14.3,4,3.86,No
1548,415,no,87.7,103,14.91,10.5,10,2.84,No
1549,415,no,271.1,80,46.09,10.3,5,2.78,No
1550,408,no,103.4,94,17.58,14.4,3,3.89,No
1551,408,no,52.2,106,8.87,11.4,2,3.08,No
1552,415,no,165.4,106,28.12,8.7,3,2.35,Yes
1553,408,no,147.5,110,25.08,16.4,3,4.43,No
1554,415,no,217.8,93,37.03,11.3,7,3.05,No
1555,415,no,235.7,79,40.07,13.3,10,3.59,No
1556,510,yes,204.5,92,34.77,8.6,5,2.32,No
1557,408,no,178.4,143,30.33,9.6,2,2.59,No
1558,415,yes,130.1,68,22.12,13.5,5,3.65,No
1559,415,yes,103.7,100,17.63,14.8,4,4,No
1560,415,no,239.9,91,40.78,5.9,3,1.59,No
1561,408,no,148.4,110,25.23,8.9,4,2.4,No
1562,408,no,148.6,106,25.26,10,2,2.7,No
1563,415,no,191.1,69,32.49,12.9,1,3.48,No
1564,415,yes,218.5,76,37.15,7.3,4,1.97,No
1565,510,no,97.5,95,16.58,0,0,0,No
1566,415,no,128.7,126,21.88,10.8,5,2.92,No
1567,415,yes,236.6,69,40.22,9.5,10,2.57,No
1568,415,no,85.9,113,14.6,15.6,16,4.21,No
1569,415,yes,141.2,96,24,11.4,2,3.08,No
1570,415,yes,194.4,104,33.05,11.5,3,3.11,No
1571,415,no,167.6,100,28.49,17.3,3,4.67,No
1572,408,no,234.5,134,39.87,6.1,4,1.65,No
1573,510,no,154.2,78,26.21,10.1,9,2.73,No
1574,415,yes,143.2,99,24.34,11.6,1,3.13,No
1575,415,yes,216.4,80,36.79,12.7,4,3.43,No
1576,510,yes,161.9,85,27.52,8.5,2,2.3,No
1577,408,no,118.7,90,20.18,10.4,6,2.81,No
1578,408,no,179.1,123,30.45,10.2,10,2.75,No
1579,415,no,147.9,97,25.14,8.8,5,2.38,No
1580,415,yes,209.2,110,35.56,16.5,4,4.46,No
1581,415,yes,244.3,140,41.53,10.6,6,2.86,No
1582,415,yes,175.3,96,29.8,5.6,11,1.51,No
1583,510,no,150.5,92,25.59,9,2,2.43,No
1584,415,yes,197.4,73,33.56,13.2,2,3.56,No
1585,510,no,163.5,136,27.8,12.6,5,3.4,No
1586,415,no,236.9,93,40.27,11.4,7,3.08,Yes
1587,415,no,82.3,77,13.99,7.2,4,1.94,No
1588,415,no,216,111,36.72,12.7,4,3.43,No
1589,415,no,180,119,30.6,12.4,3,3.35,No
1590,415,no,143.7,55,24.43,5.8,6,1.57,No
1591,415,yes,198.2,107,33.69,11.3,7,3.05,No
1592,415,yes,185.6,106,31.55,11.1,5,3,No
1593,408,no,137.6,108,23.39,5.8,10,1.57,No
1594,415,no,273.9,119,46.56,10.9,7,2.94,Yes
1595,415,yes,125.3,92,21.3,6.3,2,1.7,No
1596,415,no,178.8,102,30.4,8.6,4,2.32,No
1597,510,yes,214.9,86,36.53,8.2,5,2.21,No
1598,408,no,163,93,27.71,15.1,4,4.08,No
1599,415,yes,163.8,77,27.85,8.8,2,2.38,No
1600,510,no,189.5,113,32.22,13.4,3,3.62,No
1601,415,yes,155.2,110,26.38,4.5,4,1.22,No
1602,510,no,242.3,102,41.19,11.3,3,3.05,Yes
1603,415,yes,254.1,127,43.2,8.7,4,2.35,No
1604,510,yes,112,90,19.04,11.3,4,3.05,No
1605,408,no,115.5,73,19.64,13.3,5,3.59,No
1606,415,no,137.1,102,23.31,11.1,4,3,No
1607,415,no,198.4,113,33.73,10.1,3,2.73,No
1608,415,yes,132.7,94,22.56,12.9,7,3.48,No
1609,408,yes,219.6,99,37.33,13.8,8,3.73,No
1610,415,no,169.6,96,28.83,11.2,4,3.02,No
1611,408,no,160.4,73,27.27,12.6,5,3.4,No
1612,415,yes,95,89,16.15,11.2,2,3.02,No
1613,415,no,160.1,87,27.22,7,1,1.89,No
1614,415,no,194.6,114,33.08,3.8,2,1.03,No
1615,415,no,236.4,73,40.19,13.8,4,3.73,Yes
1616,408,no,157.1,95,26.71,7.6,3,2.05,No
1617,415,no,179.8,125,30.57,10.9,4,2.94,No
1618,415,no,148.2,108,25.19,11,4,2.97,No
1619,415,yes,183.2,103,31.14,11.9,6,3.21,No
1620,415,no,119.2,88,20.26,12.2,6,3.29,Yes
1621,408,yes,224,102,38.08,9.6,2,2.59,No
1622,510,yes,19.5,149,3.32,7.9,1,2.13,No
1623,415,no,184.8,83,31.42,9.6,8,2.59,No
1624,408,no,176.3,140,29.97,11.3,5,3.05,No
1625,415,no,241.7,115,41.09,11.1,2,3,No
1626,510,yes,224.7,121,38.2,9.8,6,2.65,No
1627,510,no,207.3,115,35.24,8.6,4,2.32,No
1628,408,no,196.8,81,33.46,12.7,7,3.43,No
1629,510,no,110.9,74,18.85,15.8,9,4.27,No
1630,510,no,122.5,145,20.83,8,3,2.16,No
1631,510,no,226.9,144,38.57,13.2,5,3.56,No
1632,510,no,187,65,31.79,10,8,2.7,No
1633,415,no,170.5,113,28.99,11.2,6,3.02,No
1634,415,no,204.8,101,34.82,9.5,3,2.57,No
1635,415,no,165.9,114,28.2,12,5,3.24,No
1636,510,no,154,133,26.18,9.5,3,2.57,Yes
1637,510,yes,158.1,104,26.88,8.9,6,2.4,No
1638,415,no,225.2,93,38.28,9.1,2,2.46,No
1639,408,no,159.4,79,27.1,9.7,2,2.62,Yes
1640,510,no,172.7,95,29.36,11.7,1,3.16,No
1641,415,no,222.8,99,37.88,11,3,2.97,No
1642,415,no,214.1,77,36.4,10.1,3,2.73,No
1643,408,no,54.8,92,9.32,7.5,3,2.03,No
1644,408,no,134,104,22.78,7.3,3,1.97,No
1645,510,no,184.8,74,31.42,10.5,6,2.84,No
1646,415,yes,283.1,112,48.13,11.3,3,3.05,No
1647,510,no,291.8,143,49.61,9.9,2,2.67,Yes
1648,408,no,222.7,94,37.86,13.5,4,3.65,No
1649,510,no,174.5,79,29.67,8.5,5,2.3,No
1650,408,no,68.4,86,11.63,10.4,4,2.81,No
1651,408,yes,273,78,46.41,9.6,2,2.59,No
1652,415,no,225.3,134,38.3,17.3,9,4.67,Yes
1653,415,yes,283.2,130,48.14,7.2,6,1.94,No
1654,510,no,131.4,78,22.34,11.1,2,3,Yes
1655,510,yes,89.7,87,15.25,10.7,2,2.89,No
1656,510,no,127.1,102,21.61,5,3,1.35,No
1657,415,yes,105.9,132,18,10.7,5,2.89,No
1658,408,no,142.3,79,24.19,6,11,1.62,No
1659,510,no,191.3,80,32.52,6.4,3,1.73,No
1660,408,yes,201.9,93,34.32,13.7,5,3.7,No
1661,415,no,247.3,91,42.04,14.7,2,3.97,No
1662,408,yes,242.2,96,41.17,8.9,1,2.4,No
1663,415,no,127.3,80,21.64,13.7,5,3.7,Yes
1664,408,no,162,104,27.54,10.9,7,2.94,No
1665,415,yes,179.1,93,30.45,10.6,1,2.86,No
1666,415,yes,197.4,125,33.56,12.3,4,3.32,No
1667,415,no,148.2,82,25.19,6.4,4,1.73,No
1668,415,no,193.1,85,32.83,10.2,1,2.75,No
1669,408,no,171.7,99,29.19,7.8,6,2.11,No
1670,408,yes,198.5,123,33.75,8.1,10,2.19,No
1671,415,yes,121.7,87,20.69,12.7,3,3.43,No
1672,415,no,130.2,105,22.13,14,6,3.78,No
1673,510,no,203.4,96,34.58,13.7,3,3.7,No
1674,415,no,174.7,83,29.7,10.5,8,2.84,No
1675,510,no,241,120,40.97,9.9,1,2.67,Yes
1676,415,no,141.7,95,24.09,10.2,3,2.75,No
1677,408,no,134.8,96,22.92,7.7,5,2.08,No
1678,415,no,163.1,119,27.73,9,10,2.43,No
1679,408,no,145.5,116,24.74,8.9,8,2.4,No
1680,510,no,329.8,73,56.07,10.6,6,2.86,Yes
1681,510,no,194.5,97,33.07,12.7,1,3.43,No
1682,510,no,131.9,93,22.42,7.1,4,1.92,No
1683,408,yes,150,91,25.5,8.5,3,2.3,No
1684,415,yes,196.6,93,33.42,12.9,4,3.48,No
1685,510,no,99.7,107,16.95,14.1,4,3.81,No
1686,415,no,143.6,88,24.41,10.8,5,2.92,No
1687,408,yes,231.9,56,39.42,12.3,3,3.32,No
1688,415,no,37.8,80,6.43,14.2,5,3.83,No
1689,415,no,72.8,107,12.38,10.5,4,2.84,No
1690,408,yes,94.8,89,16.12,11.4,5,3.08,No
1691,415,yes,221.8,143,37.71,12.4,9,3.35,No
1692,415,no,269,120,45.73,7.3,4,1.97,Yes
1693,415,no,268.3,114,45.61,6.3,7,1.7,Yes
1694,415,yes,198.7,127,33.78,12.5,5,3.38,No
1695,415,no,115.5,75,19.64,11.5,7,3.11,Yes
1696,415,no,202.1,100,34.36,13.3,5,3.59,No
1697,510,no,215.6,113,36.65,12.4,6,3.35,No
1698,408,no,169.9,107,28.88,11.5,2,3.11,No
1699,510,no,201.7,85,34.29,6,4,1.62,No
1700,408,no,221.1,133,37.59,8.4,3,2.27,No
1701,510,yes,218.7,117,37.18,9.4,5,2.54,No
1702,415,no,293.7,89,49.93,11,10,2.97,Yes
1703,415,no,120.3,108,20.45,7.7,3,2.08,Yes
1704,415,yes,175.8,96,29.89,11.1,2,3,No
1705,510,no,278.5,95,47.35,11.6,5,3.13,Yes
1706,408,yes,236.3,105,40.17,7.2,2,1.94,No
1707,415,no,273.8,113,46.55,11.7,3,3.16,No
1708,408,no,131.1,129,22.29,5.6,9,1.51,Yes
1709,415,yes,167.4,83,28.46,11.2,3,3.02,No
1710,408,no,197.7,68,33.61,10.5,3,2.84,No
1711,415,no,169.5,93,28.82,9,7,2.43,No
1712,415,yes,225.2,116,38.28,11.7,4,3.16,No
1713,408,no,174.5,73,29.67,10.3,5,2.78,No
1714,510,no,129.7,84,22.05,7.5,3,2.03,Yes
1715,415,no,200,66,34,11.4,2,3.08,No
1716,510,yes,95.9,87,16.3,13.3,4,3.59,No
1717,510,yes,152.8,110,25.98,9.1,2,2.46,No
1718,510,no,129.9,102,22.08,14.3,3,3.86,No
1719,415,no,268.4,85,45.63,9.7,8,2.62,Yes
1720,415,no,188.5,152,32.05,15.2,5,4.1,No
1721,408,no,170.6,97,29,6.1,1,1.65,No
1722,415,no,191.4,124,32.54,8.2,3,2.21,No
1723,510,no,75.3,96,12.8,12.3,1,3.32,No
1724,510,no,149.8,123,25.47,10.9,7,2.94,No
1725,510,no,115.9,87,19.7,7.1,4,1.92,No
1726,408,no,128.8,86,21.9,14.1,4,3.81,No
1727,510,no,131.7,108,22.39,11,5,2.97,No
1728,415,no,101.4,48,17.24,12.2,2,3.29,No
1729,415,yes,149,104,25.33,9.5,5,2.57,No
1730,415,yes,96.8,123,16.46,13.4,4,3.62,No
1731,408,no,107.5,121,18.28,12.6,3,3.4,No
1732,415,no,232.8,95,39.58,12.9,7,3.48,Yes
1733,415,yes,121.1,105,20.59,8.3,5,2.24,No
1734,510,no,124.3,70,21.13,3.5,6,0.95,No
1735,415,no,157.7,101,26.81,13.8,3,3.73,No
1736,408,no,124.3,68,21.13,14.8,1,4,No
1737,415,no,286.4,125,48.69,6.9,6,1.86,Yes
1738,415,no,141.7,95,24.09,8.8,6,2.38,No
1739,408,yes,173,91,29.41,4.8,3,1.3,No
1740,415,no,268.7,120,45.68,5.8,1,1.57,Yes
1741,415,yes,218.5,130,37.15,9.4,6,2.54,No
1742,415,no,255.3,114,43.4,3.7,5,1,No
1743,415,no,41.9,124,7.12,11.4,5,3.08,No
1744,415,no,260.8,87,44.34,5.8,2,1.57,No
1745,408,yes,239.4,94,40.7,7.7,3,2.08,No
1746,510,no,226.7,94,38.54,10.2,1,2.75,No
1747,408,no,179.3,147,30.48,13.5,6,3.65,Yes
1748,510,no,158,110,26.86,10,5,2.7,No
1749,510,yes,175.7,82,29.87,14.1,7,3.81,No
1750,415,no,157.4,107,26.76,8.8,3,2.38,No
1751,510,no,113.1,74,19.23,6.9,2,1.86,Yes
1752,415,no,182.7,142,31.06,8.8,2,2.38,No
1753,415,no,161.3,83,27.42,14.1,3,3.81,Yes
1754,415,no,142.5,92,24.23,7.5,2,2.03,No
1755,415,no,190.5,108,32.39,9.7,2,2.62,Yes
1756,408,yes,159.3,110,27.08,11.9,5,3.21,No
1757,408,yes,153.8,106,26.15,9.2,6,2.48,No
1758,408,no,180.7,127,30.72,12,6,3.24,No
1759,408,no,202.7,105,34.46,12.1,7,3.27,No
1760,415,yes,190.8,100,32.44,8.9,6,2.4,No
1761,415,no,205.1,102,34.87,9.2,6,2.48,No
1762,415,yes,235.6,124,40.05,7.7,2,2.08,No
1763,510,no,189.3,77,32.18,7.4,3,2,No
1764,408,yes,166.9,101,28.37,11.5,1,3.11,No
1765,415,no,245.2,87,41.68,7.5,4,2.03,Yes
1766,415,no,132.6,125,22.54,12.7,2,3.43,Yes
1767,415,no,182.3,64,30.99,11.6,7,3.13,No
1768,510,yes,192.3,86,32.69,10.5,3,2.84,No
1769,510,no,122,110,20.74,10.8,2,2.92,Yes
1770,408,no,193,101,32.81,9.6,2,2.59,No
1771,415,no,158.6,112,26.96,9.1,3,2.46,No
1772,415,yes,91.5,125,15.56,12.7,8,3.43,No
1773,510,no,153.6,92,26.11,12.5,10,3.38,No
1774,415,yes,221.6,79,37.67,11.5,3,3.11,No
1775,415,no,244.7,81,41.6,6.6,1,1.78,No
1776,408,yes,239.8,103,40.77,9.5,4,2.57,No
1777,415,no,172.4,132,29.31,11,5,2.97,No
1778,415,no,242.5,83,41.23,10,3,2.7,Yes
1779,510,yes,117.6,82,19.99,11.3,10,3.05,No
1780,510,no,174.5,127,29.67,11.3,7,3.05,No
1781,510,no,157.3,83,26.74,12,7,3.24,No
1782,415,yes,192,97,32.64,15.1,3,4.08,No
1783,510,no,218.2,76,37.09,8,1,2.16,No
1784,415,yes,144.6,97,24.58,10.9,3,2.94,No
1785,415,no,153.6,108,26.11,14.1,4,3.81,Yes
1786,510,yes,135.8,104,23.09,7.9,6,2.13,No
1787,510,no,160.7,69,27.32,8.2,5,2.21,No
1788,408,yes,202.5,91,34.43,7.8,2,2.11,No
1789,510,yes,152.2,119,25.87,12.3,5,3.32,No
1790,510,no,227.4,90,38.66,4.7,7,1.27,No
1791,408,no,191.6,115,32.57,9.2,3,2.48,No
1792,510,no,138.9,111,23.61,10.8,3,2.92,No
1793,408,no,127,102,21.59,6.1,6,1.65,No
1794,415,no,168.6,87,28.66,7.3,4,1.97,No
1795,415,no,286.6,73,48.72,11.5,5,3.11,Yes
1796,415,yes,164.6,121,27.98,15.2,4,4.1,No
1797,415,no,144,90,24.48,13,4,3.51,No
1798,415,yes,141.6,95,24.07,10.2,11,2.75,No
1799,415,no,204.3,65,34.73,12,4,3.24,No
1800,510,no,163.2,80,27.74,6.2,10,1.67,No
1801,510,no,225,110,38.25,10.7,4,2.89,No
1802,415,no,176.1,103,29.94,8.5,6,2.3,No
1803,415,yes,254.2,78,43.21,13.8,7,3.73,No
1804,510,no,174.9,105,29.73,8.5,5,2.3,No
1805,415,no,187.3,118,31.84,9.6,2,2.59,Yes
1806,415,no,211.8,84,36.01,10.7,9,2.89,No
1807,415,no,241.9,102,41.12,11.7,6,3.16,No
1808,408,no,196.1,103,33.34,12.9,1,3.48,No
1809,415,no,231.3,100,39.32,12.4,2,3.35,No
1810,408,no,161.6,104,27.47,13.8,2,3.73,No
1811,415,no,194,103,32.98,11.9,5,3.21,No
1812,510,no,109.7,148,18.65,15.4,8,4.16,No
1813,408,no,277,119,47.09,8.3,3,2.24,No
1814,408,no,192.1,83,32.66,6.1,3,1.65,No
1815,415,no,198.4,147,33.73,13.1,4,3.54,No
1816,415,yes,209.2,82,35.56,9.5,3,2.57,No
1817,415,no,184.8,98,31.42,18.4,3,4.97,No
1818,408,no,167.8,119,28.53,7.3,4,1.97,No
1819,408,no,139.2,140,23.66,11.8,3,3.19,No
1820,415,yes,221.3,82,37.62,4.4,4,1.19,No
1821,510,no,121.6,84,20.67,8.9,2,2.4,No
1822,408,yes,270.4,99,45.97,15.4,7,4.16,No
1823,408,no,139.6,94,23.73,8.8,4,2.38,No
1824,415,yes,253,78,43.01,11.8,3,3.19,No
1825,510,yes,183.9,83,31.26,15,3,4.05,No
1826,415,no,203.3,108,34.56,7.8,2,2.11,No
1827,408,no,200.6,106,34.1,7.7,2,2.08,No
1828,415,no,167.6,96,28.49,13.4,6,3.62,No
1829,408,no,156.5,67,26.61,9.9,2,2.67,No
1830,415,yes,215.1,140,36.57,10.6,10,2.86,No
1831,408,no,301.7,82,51.29,10.5,6,2.84,No
1832,415,yes,152.3,90,25.89,11.3,5,3.05,No
1833,510,no,195.4,116,33.22,15.1,11,4.08,No
1834,408,no,208.7,97,35.48,8,3,2.16,No
1835,415,yes,190.1,87,32.32,14.2,6,3.83,No
1836,415,yes,185.4,87,31.52,8,3,2.16,No
1837,415,yes,183.2,95,31.14,9.7,3,2.62,No
1838,510,no,54.2,100,9.21,8.6,2,2.32,Yes
1839,408,yes,208,115,35.36,8.1,9,2.19,No
1840,415,no,230.3,110,39.15,13.2,4,3.56,No
1841,510,yes,240.8,102,40.94,7.1,3,1.92,No
1842,510,yes,195.7,119,33.27,5.3,3,1.43,No
1843,408,no,276.1,82,46.94,8.9,4,2.4,Yes
1844,408,no,166.1,93,28.24,16.2,3,4.37,No
1845,510,yes,135.9,117,23.1,11.5,3,3.11,Yes
1846,415,no,189.1,122,32.15,13.9,3,3.75,Yes
1847,510,yes,177.9,117,30.24,11.5,4,3.11,No
1848,408,yes,143.9,73,24.46,12.5,8,3.38,No
1849,510,no,148.2,138,25.19,8.6,3,2.32,No
1850,408,no,287.1,115,48.81,13.9,1,3.75,Yes
1851,408,yes,179.7,144,30.55,9.3,8,2.51,Yes
1852,510,no,165.8,96,28.19,10.9,3,2.94,Yes
1853,510,yes,144.1,144,24.5,14.5,3,3.92,No
1854,415,no,172.5,85,29.33,5.9,6,1.59,No
1855,415,no,199.8,138,33.97,5.5,4,1.49,No
1856,510,no,109.1,134,18.55,10.9,5,2.94,No
1857,408,no,171.8,106,29.21,9.7,5,2.62,No
1858,415,no,222.3,101,37.79,12.1,4,3.27,Yes
1859,510,no,245.8,102,41.79,11.2,7,3.02,No
1860,510,no,164.6,110,27.98,8,3,2.16,No
1861,408,no,211.7,107,35.99,7.4,7,2,No
1862,408,yes,147.2,103,25.02,7.7,2,2.08,Yes
1863,408,no,254.7,103,43.3,8,3,2.16,Yes
1864,408,no,170.1,113,28.92,8.7,4,2.35,No
1865,510,no,195.1,91,33.17,11.4,5,3.08,No
1866,408,no,149.3,83,25.38,7.9,4,2.13,Yes
1867,510,no,81.9,75,13.92,8.9,1,2.4,Yes
1868,408,yes,191.1,109,32.49,9.8,3,2.65,No
1869,408,no,206.9,115,35.17,8.3,2,2.24,No
1870,408,no,239,156,40.63,13.5,8,3.65,Yes
1871,415,no,179.3,97,30.48,8,5,2.16,No
1872,408,no,185.3,91,31.5,5.5,5,1.49,No
1873,510,no,141.4,80,24.04,8.1,3,2.19,No
1874,510,yes,248.6,91,42.26,12,1,3.24,No
1875,510,no,152.5,131,25.93,4.9,3,1.32,No
1876,415,no,145.6,102,24.75,11.4,7,3.08,No
1877,415,no,164.2,116,27.91,8.1,1,2.19,No
1878,408,no,221,115,37.57,9.7,4,2.62,No
1879,415,no,295.4,126,50.22,11.5,2,3.11,Yes
1880,510,no,139.8,98,23.77,9.4,7,2.54,No
1881,415,no,162.3,99,27.59,14.8,1,4,Yes
1882,415,no,272.7,97,46.36,7.7,2,2.08,Yes
1883,408,yes,200.3,75,34.05,12.9,3,3.48,No
1884,510,yes,157.1,77,26.71,11.1,9,3,No
1885,510,yes,135.8,60,23.09,12.3,7,3.32,No
1886,408,no,236.7,110,40.24,12.7,6,3.43,No
1887,510,no,111.4,133,18.94,5.5,6,1.49,No
1888,510,yes,156.1,89,26.54,14.7,3,3.97,Yes
1889,408,no,191.1,93,32.49,12,4,3.24,No
1890,415,no,153,123,26.01,10.3,15,2.78,Yes
1891,415,no,218.8,123,37.2,10.3,3,2.78,No
1892,415,no,205.4,101,34.92,10.3,2,2.78,No
1893,415,no,225.2,111,38.28,9.9,1,2.67,Yes
1894,510,no,249.9,127,42.48,8.9,6,2.4,Yes
1895,408,no,131.6,89,22.37,10.2,5,2.75,No
1896,408,yes,197.9,99,33.64,10.1,9,2.73,No
1897,415,no,166.5,129,28.31,9.9,5,2.67,No
1898,415,yes,225.4,79,38.32,12.9,3,3.48,No
1899,415,no,275.8,103,46.89,7.4,5,2,Yes
1900,415,yes,142.9,105,24.29,10.8,6,2.92,No
1901,510,no,207.2,113,35.22,9.9,1,2.67,No
1902,408,no,206.2,100,35.05,10.2,6,2.75,No
1903,415,no,210.3,66,35.75,11.2,7,3.02,No
1904,510,yes,225.7,117,38.37,14,7,3.78,Yes
1905,408,yes,167.8,91,28.53,14.5,4,3.92,Yes
1906,415,no,197.7,118,33.61,7,3,1.89,No
1907,415,yes,169.8,105,28.87,10.9,4,2.94,No
1908,408,yes,190.6,104,32.4,9.8,1,2.65,No
1909,408,yes,80.3,140,13.65,12.8,3,3.46,No
1910,415,yes,231.7,110,39.39,12.1,2,3.27,No
1911,415,no,69.1,114,11.75,6.5,4,1.76,No
1912,408,no,188.8,60,32.1,8.2,7,2.21,No
1913,408,no,150.6,125,25.6,10.4,8,2.81,Yes
1914,510,no,192,89,32.64,5.5,4,1.49,No
1915,408,yes,163.7,78,27.83,9.9,3,2.67,No
1916,415,no,211.7,100,35.99,6.5,9,1.76,No
1917,415,no,175.5,103,29.84,11.8,3,3.19,No
1918,510,no,150.1,120,25.52,11,3,2.97,No
1919,408,no,189.5,99,32.22,14.2,2,3.83,No
1920,408,no,70.8,94,12.04,9.5,1,2.57,Yes
1921,415,no,215.5,102,36.64,8.6,6,2.32,No
1922,415,no,101.7,105,17.29,9.4,6,2.54,No
1923,415,no,258.4,132,43.93,9.7,8,2.62,No
1924,408,no,242.4,126,41.21,11.8,6,3.19,No
1925,415,no,131.8,82,22.41,11.3,2,3.05,No
1926,415,no,190.2,102,32.33,9.8,6,2.65,No
1927,408,no,154.1,104,26.2,9.8,4,2.65,No
1928,510,no,188,127,31.96,15.3,3,4.13,No
1929,510,no,103.1,70,17.53,11.2,5,3.02,No
1930,415,no,175.4,130,29.82,11.6,4,3.13,No
1931,415,no,145.4,93,24.72,10.9,1,2.94,No
1932,510,no,250.6,85,42.6,7.8,5,2.11,No
1933,415,no,161.5,123,27.46,8.6,5,2.32,No
1934,408,no,260.1,101,44.22,10,2,2.7,Yes
1935,415,no,281.3,124,47.82,8.7,3,2.35,Yes
1936,415,yes,130.1,90,22.12,13.6,5,3.67,Yes
1937,415,no,102,118,17.34,11.4,3,3.08,No
1938,415,yes,218.7,104,37.18,12.1,4,3.27,No
1939,408,yes,128.5,86,21.85,6.8,6,1.84,No
1940,510,no,128.7,100,21.88,9.2,4,2.48,Yes
1941,415,no,172.2,92,29.27,8.7,4,2.35,No
1942,408,no,199.2,124,33.86,7.6,3,2.05,No
1943,415,no,184.5,98,31.37,8.8,3,2.38,No
1944,510,no,168.6,99,28.66,10.9,7,2.94,No
1945,415,yes,174,118,29.58,6.7,3,1.81,No
1946,415,no,230.4,65,39.17,8.5,3,2.3,No
1947,408,no,198.2,73,33.69,5.1,5,1.38,No
1948,510,no,186.1,96,31.64,8,4,2.16,No
1949,415,no,148.5,105,25.25,6.8,2,1.84,No
1950,415,no,157.1,109,26.71,10,8,2.7,No
